,prop-021,"Room For Rent, Mount Austin",room-rent,residential,Room,540,Mount Austin,Johor Bahru,Johor,"Jalan Mount Austin 9, Mount Austin, Johor Bahru, Johor",,1,1,,,,,Fully Furnished,available,FALSE,TRUE,"WiFi, Air-Conditioning, Water & Electricity Included, Weekly Cleaning, Light Cooking Allowed","PLACEHOLDER — replace with real details. Room For Rent, Mount Austin. Contact Balqis on WhatsApp for viewing and more information.",/photos/prop-021/photo_156@21-06-2026_06-49-50.jpg,/photos/prop-021/photo_157@21-06-2026_06-49-50.jpg,/photos/prop-021/photo_158@21-06-2026_06-49-50.jpg,/photos/prop-021/photo_159@21-06-2026_06-49-50.jpg,/photos/prop-021/photo_160@21-06-2026_06-49-50.jpg,/photos/prop-021/photo_161@21-06-2026_06-49-50.jpg,/photos/prop-021/photo_162@21-06-2026_06-49-50.jpg,/photos/prop-021/photo_163@21-06-2026_06-49-50.jpg,/photos/prop-021/photo_164@21-06-2026_06-49-50.jpg,/photos/prop-021/photo_165@21-06-2026_06-49-50.jpg,/photos/prop-021/photo_166@21-06-2026_06-49-50.jpg,/photos/prop-021/photo_167@21-06-2026_06-49-50.jpg,/photos/prop-021/photo_168@21-06-2026_06-49-50.jpg,/photos/prop-021/photo_169@21-06-2026_06-49-50.jpg,,,,,,
,prop-022,"Semi-D For Sale, Tebrau",sale,residential,Semi-D,836000,Tebrau,Johor Bahru,Johor,"Jalan Tebrau 10, Tebrau, Johor Bahru, Johor",,4,2,1,1100,,Leasehold,Fully Furnished,available,FALSE,FALSE,"Playground, 24-hour Security, Near Schools, Surau","PLACEHOLDER — replace with real details. Semi-D For Sale, Tebrau. Contact Balqis on WhatsApp for viewing and more information.",/photos/prop-022/photo_170@21-06-2026_06-51-03.jpg,/photos/prop-022/photo_171@21-06-2026_06-51-03.jpg,/photos/prop-022/photo_172@21-06-2026_06-51-03.jpg,/photos/prop-022/photo_173@21-06-2026_06-51-03.jpg,/photos/prop-022/photo_174@21-06-2026_06-51-03.jpg,/photos/prop-022/photo_175@21-06-2026_06-51-03.jpg,/photos/prop-022/photo_176@21-06-2026_06-51-03.jpg,,,,,,,,,,,,,
,prop-023,"Apartment For Rent, Skudai",rent,residential,Apartment,2000,Skudai,Johor Bahru,Johor,"Jalan Skudai 11, Skudai, Johor Bahru, Johor",,3,2,1,900,,,Partially Furnished,available,FALSE,FALSE,"Swimming Pool, Gym, 24-hour Security, Covered Parking","PLACEHOLDER — replace with real details. Apartment For Rent, Skudai. Contact Balqis on WhatsApp for viewing and more information.",/photos/prop-023/photo_177@21-06-2026_06-52-16.jpg,/photos/prop-023/photo_178@21-06-2026_06-52-16.jpg,/photos/prop-023/photo_179@21-06-2026_06-52-16.jpg,/photos/prop-023/photo_180@21-06-2026_06-52-16.jpg,/photos/prop-023/photo_181@21-06-2026_06-52-16.jpg,/photos/prop-023/photo_182@21-06-2026_06-52-16.jpg,/photos/prop-023/photo_183@21-06-2026_06-52-16.jpg,/photos/prop-023/photo_184@21-06-2026_06-52-16.jpg,/photos/prop-023/photo_185@21-06-2026_06-52-16.jpg,/photos/prop-023/photo_186@21-06-2026_06-52-16.jpg,,,,,,,,,,
,prop-024,"Room For Rent, Iskandar Puteri",room-rent,residential,Room,730,Iskandar Puteri,Johor Bahru,Johor,"Jalan Iskandar Puteri 12, Iskandar Puteri, Johor Bahru, Johor",,1,1,,,,,Fully Furnished,available,FALSE,FALSE,"WiFi, Air-Conditioning, Water & Electricity Included, Weekly Cleaning, Light Cooking Allowed","PLACEHOLDER — replace with real details. Room For Rent, Iskandar Puteri. Contact Balqis on WhatsApp for viewing and more information.",/photos/prop-024/photo_187@21-06-2026_16-34-48.jpg,/photos/prop-024/photo_188@21-06-2026_16-34-48.jpg,/photos/prop-024/photo_189@21-06-2026_16-34-48.jpg,/photos/prop-024/photo_190@21-06-2026_16-34-48.jpg,/photos/prop-024/photo_191@21-06-2026_16-34-48.jpg,/photos/prop-024/photo_192@21-06-2026_16-34-48.jpg,/photos/prop-024/photo_193@21-06-2026_16-34-48.jpg,/photos/prop-024/photo_194@21-06-2026_16-34-48.jpg,/photos/prop-024/photo_195@21-06-2026_16-34-48.jpg,/photos/prop-024/photo_196@21-06-2026_16-34-48.jpg,/photos/prop-024/photo_197@21-06-2026_16-34-49.jpg,/photos/prop-024/photo_198@21-06-2026_16-34-49.jpg,/photos/prop-024/photo_199@21-06-2026_16-34-49.jpg,/photos/prop-024/photo_200@21-06-2026_16-34-49.jpg,/photos/prop-024/photo_201@21-06-2026_16-34-49.jpg,/photos/prop-024/photo_202@21-06-2026_16-34-49.jpg,/photos/prop-024/photo_203@21-06-2026_16-34-49.jpg,/photos/prop-024/photo_204@21-06-2026_16-34-49.jpg,,
,prop-025,"Terrace For Sale, Bukit Indah",sale,residential,Terrace,580000,Bukit Indah,Johor Bahru,Johor,"Jalan Bukit Indah 1, Bukit Indah, Johor Bahru, Johor",,3,3,1,1600,,Freehold,Fully Furnished,available,FALSE,TRUE,"Playground, 24-hour Security, Near Schools, Surau","PLACEHOLDER — replace with real details. Terrace For Sale, Bukit Indah. Contact Balqis on WhatsApp for viewing and more information.",/photos/prop-025/photo_205@21-06-2026_16-36-10 - Copy.jpg,/photos/prop-025/photo_206@21-06-2026_16-36-10 - Copy.jpg,/photos/prop-025/photo_207@21-06-2026_16-36-10.jpg,/photos/prop-025/photo_208@21-06-2026_16-36-10 - Copy.jpg,/photos/prop-025/photo_209@21-06-2026_16-36-10 - Copy.jpg,/photos/prop-025/photo_210@21-06-2026_16-36-10 - Copy.jpg,,,,,,,,,,,,,,
,prop-026,"Apartment For Rent, Taman Molek",rent,residential,Apartment,2550,Taman Molek,Johor Bahru,Johor,"Jalan Taman Molek 2, Taman Molek, Johor Bahru, Johor",,4,1,2,1100,,,Partially Furnished,available,FALSE,FALSE,"Swimming Pool, Gym, 24-hour Security, Covered Parking","PLACEHOLDER — replace with real details. Apartment For Rent, Taman Molek. Contact Balqis on WhatsApp for viewing and more information.",/photos/prop-026/photo_223@23-06-2026_21-01-37.jpg,/photos/prop-026/photo_224@23-06-2026_21-01-37.jpg,/photos/prop-026/photo_225@23-06-2026_21-01-37.jpg,/photos/prop-026/photo_226@23-06-2026_21-01-38.jpg,,,,,,,,,,,,,,,,
,prop-027,"Room For Rent, Permas Jaya",room-rent,residential,Room,830,Permas Jaya,Johor Bahru,Johor,"Jalan Permas Jaya 3, Permas Jaya, Johor Bahru, Johor",,1,1,,,,,Fully Furnished,available,FALSE,FALSE,"WiFi, Air-Conditioning, Water & Electricity Included, Weekly Cleaning, Light Cooking Allowed","PLACEHOLDER — replace with real details. Room For Rent, Permas Jaya. Contact Balqis on WhatsApp for viewing and more information.",/photos/prop-027/photo_227@23-06-2026_21-02-56.jpg,/photos/prop-027/photo_228@23-06-2026_21-02-56.jpg,/photos/prop-027/photo_229@23-06-2026_21-02-56.jpg,/photos/prop-027/photo_230@23-06-2026_21-02-56.jpg,,,,,,,,,,,,,,,,
,prop-028,"Condo For Sale, Setia Indah",sale,residential,Condo,797000,Setia Indah,Johor Bahru,Johor,"Jalan Setia Indah 4, Setia Indah, Johor Bahru, Johor",,4,2,2,1900,,Freehold,Fully Furnished,available,TRUE,FALSE,"Playground, 24-hour Security, Near Schools, Surau","PLACEHOLDER — replace with real details. Condo For Sale, Setia Indah. Contact Balqis on WhatsApp for viewing and more information.",/photos/prop-028/photo_231@23-06-2026_21-04-06.jpg,/photos/prop-028/photo_232@23-06-2026_21-04-06.jpg,/photos/prop-028/photo_233@23-06-2026_21-04-06.jpg,/photos/prop-028/photo_234@23-06-2026_21-04-06.jpg,,,,,,,,,,,,,,,,
,prop-029,"Apartment For Rent, Taman Universiti",rent,residential,Apartment,1900,Taman Universiti,Johor Bahru,Johor,"Jalan Taman Universiti 5, Taman Universiti, Johor Bahru, Johor",,2,2,1,1500,,,Partially Furnished,available,FALSE,TRUE,"Swimming Pool, Gym, 24-hour Security, Covered Parking","PLACEHOLDER — replace with real details. Apartment For Rent, Taman Universiti. Contact Balqis on WhatsApp for viewing and more information.",/photos/prop-029/photo_235@23-06-2026_21-05-19.jpg,/photos/prop-029/photo_236@23-06-2026_21-05-19.jpg,/photos/prop-029/photo_237@23-06-2026_21-05-19.jpg,/photos/prop-029/photo_238@23-06-2026_21-05-19.jpg,/photos/prop-029/photo_239@23-06-2026_21-05-19.jpg,,,,,,,,,,,,,,,
,prop-030,"Room For Rent, Masai",room-rent,residential,Room,770,Masai,Johor Bahru,Johor,"Jalan Masai 6, Masai, Johor Bahru, Johor",,1,1,,,,,Fully Furnished,available,FALSE,FALSE,"WiFi, Air-Conditioning, Water & Electricity Included, Weekly Cleaning, Light Cooking Allowed","PLACEHOLDER — replace with real details. Room For Rent, Masai. Contact Balqis on WhatsApp for viewing and more information.",/photos/prop-030/photo_240@29-06-2026_10-40-19.jpg,/photos/prop-030/photo_241@29-06-2026_10-40-19.jpg,/photos/prop-030/photo_242@29-06-2026_10-40-19.jpg,/photos/prop-030/photo_243@29-06-2026_10-40-19.jpg,/photos/prop-030/photo_244@29-06-2026_10-40-19.jpg,/photos/prop-030/photo_245@29-06-2026_10-40-19.jpg,/photos/prop-030/photo_246@29-06-2026_10-40-19.jpg,/photos/prop-030/photo_247@29-06-2026_10-40-19.jpg,/photos/prop-030/photo_248@29-06-2026_10-40-19.jpg,/photos/prop-030/photo_249@29-06-2026_10-40-19.jpg,/photos/prop-030/photo_250@29-06-2026_10-40-57.jpg,/photos/prop-030/photo_251@29-06-2026_10-40-57.jpg,/photos/prop-030/photo_252@29-06-2026_10-40-57.jpg,/photos/prop-030/photo_253@29-06-2026_10-40-57.jpg,/photos/prop-030/photo_254@29-06-2026_10-40-57.jpg,/photos/prop-030/photo_255@29-06-2026_10-40-57.jpg,/photos/prop-030/photo_256@29-06-2026_10-40-57.jpg,,,
